gsm_accession,filename,size_bytes,qc_status,strain,notes
GSM5197848,GSM5197848_0829_.gpr.gz,10125844,PASS,ATCC13032,Compendium sub-sample
GSM5197849,GSM5197849_0830_.gpr.gz,871709,PASS,ATCC13032,Compendium sub-sample
GSM5197850,GSM5197850_0831_.gpr.gz,881997,PASS,ATCC13032,Compendium sub-sample
GSM5197851,GSM5197851_0832_.gpr.gz,874686,PASS,ATCC13032,Compendium sub-sample
GSM5197852,GSM5197852_0833_.gpr.gz,4845373,PASS,ATCC13032,Compendium sub-sample
GSM5197853,GSM5197853_0834_.gpr.gz,4974300,PASS,ATCC13032,Compendium sub-sample
GSM5197854,GSM5197854_0835_.gpr.gz,4641525,PASS,ATCC13032,Compendium sub-sample
GSM5197855,GSM5197855_0836_.gpr.gz,4218030,PASS,ATCC13032,Compendium sub-sample
GSM5197856,GSM5197856_0837_.gpr.gz,870581,PASS,ATCC13032,Compendium sub-sample
GSM5197857,GSM5197857_0838_.gpr.gz,870581,PASS,ATCC13032,Compendium sub-sample
GSM5197858,GSM5197858_0839_.gpr.gz,3842065,PASS,ATCC13032,Compendium sub-sample
GSM5197859,GSM5197859_0840_.gpr.gz,3969967,PASS,ATCC13032,Compendium sub-sample
GSM5197860,GSM5197860_0841_.gpr.gz,4270948,PASS,ATCC13032,Compendium sub-sample
GSM5197861,GSM5197861_0842_.gpr.gz,4404118,PASS,ATCC13032,Compendium sub-sample
GSM5197862,GSM5197862_0843_.gpr.gz,4295198,PASS,ATCC13032,Compendium sub-sample
GSM5197863,GSM5197863_0844_.gpr.gz,4190262,PASS,ATCC13032,Compendium sub-sample
GSM5197864,GSM5197864_0845_.gpr.gz,4115938,PASS,ATCC13032,Compendium sub-sample
GSM5197865,GSM5197865_0846_.gpr.gz,4395587,PASS,ATCC13032,Compendium sub-sample
GSM5197866,GSM5197866_0847_.gpr.gz,4387301,PASS,ATCC13032,Compendium sub-sample
GSM5197867,GSM5197867_0848_.gpr.gz,4387301,PASS,ATCC13032,Compendium sub-sample
GSM5197868,GSM5197868_0849_.gpr.gz,4387301,PASS,ATCC13032,Compendium sub-sample
GSM5197869,GSM5197869_0850_.gpr.gz,4387790,PASS,ATCC13032,Compendium sub-sample
GSM5197870,GSM5197870_0851_.gpr.gz,4192532,PASS,ATCC13032,Compendium sub-sample
GSM5197871,GSM5197871_0852_.gpr.gz,4279017,PASS,ATCC13032,Compendium sub-sample
GSM5197872,GSM5197872_0853_.gpr.gz,4314955,PASS,ATCC13032,Compendium sub-sample
GSM5197873,GSM5197873_0854_.gpr.gz,4117137,PASS,ATCC13032,Compendium sub-sample
GSM5197874,GSM5197874_0855_.gpr.gz,4369854,PASS,ATCC13032,Compendium sub-sample
GSM5197875,GSM5197875_0856_.gpr.gz,4474837,PASS,ATCC13032,Compendium sub-sample
GSM5197876,GSM5197876_0857_.gpr.gz,3940156,PASS,ATCC13032,Compendium sub-sample
GSM5197877,GSM5197877_0858_.gpr.gz,3774344,PASS,ATCC13032,Compendium sub-sample
GSM5197878,GSM5197878_0859_.gpr.gz,3940187,PASS,ATCC13032,Compendium sub-sample
GSM5197879,GSM5197879_0860_.gpr.gz,4259951,PASS,ATCC13032,Compendium sub-sample
GSM5197880,GSM5197880_0861_.gpr.gz,4068148,PASS,ATCC13032,Compendium sub-sample
GSM5197881,GSM5197881_0862_.gpr.gz,3965093,PASS,ATCC13032,Compendium sub-sample
GSM5197882,GSM5197882_0863_.gpr.gz,3848952,PASS,ATCC13032,Compendium sub-sample
GSM5197883,GSM5197883_0864_.gpr.gz,3618857,PASS,ATCC13032,Compendium sub-sample
GSM5197885,GSM5197885_0866_.gpr.gz,3432261,PASS,ATCC13032,Compendium sub-sample
GSM5197886,GSM5197886_0867_.gpr.gz,4079021,PASS,ATCC13032,Compendium sub-sample
GSM5197887,GSM5197887_0868_.gpr.gz,4145857,PASS,ATCC13032,Compendium sub-sample
GSM5197888,GSM5197888_0869_.gpr.gz,3366888,PASS,ATCC13032,Compendium sub-sample
GSM5197889,GSM5197889_0870_.gpr.gz,3468118,PASS,ATCC13032,Compendium sub-sample
GSM5197890,GSM5197890_0871_.gpr.gz,3660588,PASS,ATCC13032,Compendium sub-sample
GSM5197891,GSM5197891_0872_.gpr.gz,3963420,PASS,ATCC13032,Compendium sub-sample
GSM5197892,GSM5197892_0873_.gpr.gz,4034392,PASS,ATCC13032,Compendium sub-sample
GSM5197893,GSM5197893_0874_.gpr.gz,4424917,PASS,ATCC13032,Compendium sub-sample
GSM5197894,GSM5197894_0875_.gpr.gz,4352695,PASS,ATCC13032,Compendium sub-sample
GSM5197895,GSM5197895_0876_.gpr.gz,4283907,PASS,ATCC13032,Compendium sub-sample
GSM5197896,GSM5197896_0877_.gpr.gz,4658466,PASS,ATCC13032,Compendium sub-sample
GSM5197897,GSM5197897_0878_.gpr.gz,1001851,PASS,ATCC13032,Compendium sub-sample
GSM5197898,GSM5197898_0879_.gpr.gz,982665,PASS,ATCC13032,Compendium sub-sample
GSM5197899,GSM5197899_0880_.gpr.gz,1016511,PASS,ATCC13032,Compendium sub-sample
GSM5197900,GSM5197900_0881_.gpr.gz,1026144,PASS,ATCC13032,Compendium sub-sample
GSM5197901,GSM5197901_0882_.gpr.gz,1053604,PASS,ATCC13032,Compendium sub-sample
GSM5197902,GSM5197902_0883_.gpr.gz,1014034,PASS,ATCC13032,Compendium sub-sample
GSM5197903,GSM5197903_0884_.gpr.gz,979149,PASS,ATCC13032,Compendium sub-sample
GSM5197904,GSM5197904_0885_.gpr.gz,945333,PASS,ATCC13032,Compendium sub-sample
GSM5197905,GSM5197905_0886_.gpr.gz,967868,PASS,ATCC13032,Compendium sub-sample
GSM5197906,GSM5197906_0887_.gpr.gz,993992,PASS,ATCC13032,Compendium sub-sample
GSM5197907,GSM5197907_0888_.gpr.gz,964656,PASS,ATCC13032,Compendium sub-sample
GSM5197908,GSM5197908_0889_.gpr.gz,1004908,PASS,ATCC13032,Compendium sub-sample
GSM5197909,GSM5197909_0890_.gpr.gz,990492,PASS,ATCC13032,Compendium sub-sample
GSM5197910,GSM5197910_0891_.gpr.gz,1034546,PASS,ATCC13032,Compendium sub-sample
GSM5197911,GSM5197911_0892_.gpr.gz,1055948,PASS,ATCC13032,Compendium sub-sample
GSM5197912,GSM5197912_0893_.gpr.gz,4381988,PASS,ATCC13032,Compendium sub-sample
GSM5197913,GSM5197913_0894_.gpr.gz,1265526,PASS,ATCC13032,Compendium sub-sample
GSM5197914,GSM5197914_0895_.gpr.gz,1234713,PASS,ATCC13032,Compendium sub-sample
GSM5197915,GSM5197915_0896_.gpr.gz,1233930,PASS,ATCC13032,Compendium sub-sample
GSM5197916,GSM5197916_0897_.gpr.gz,1322987,PASS,ATCC13032,Compendium sub-sample
GSM5197917,GSM5197917_0898_.gpr.gz,1368592,PASS,ATCC13032,Compendium sub-sample
GSM5197918,GSM5197918_0899_.gpr.gz,1217503,PASS,ATCC13032,Compendium sub-sample
GSM5197919,GSM5197919_0900_.gpr.gz,4880613,PASS,ATCC13032,Compendium sub-sample
GSM5197920,GSM5197920_0901_.gpr.gz,4501334,PASS,ATCC13032,Compendium sub-sample
GSM5197921,GSM5197921_0902_.gpr.gz,972018,PASS,ATCC13032,Compendium sub-sample
GSM5197922,GSM5197922_0903_.gpr.gz,924798,PASS,ATCC13032,Compendium sub-sample
GSM5197923,GSM5197923_0904_.gpr.gz,4359535,PASS,ATCC13032,Compendium sub-sample
GSM5197924,GSM5197924_0905_.gpr.gz,4559585,PASS,ATCC13032,Compendium sub-sample
GSM5197925,GSM5197925_0906_.gpr.gz,4049475,PASS,ATCC13032,Compendium sub-sample
GSM5197926,GSM5197926_0907_.gpr.gz,4677727,PASS,ATCC13032,Compendium sub-sample
GSM5197927,GSM5197927_0908_.gpr.gz,4363237,PASS,ATCC13032,Compendium sub-sample
GSM5197928,GSM5197928_0909_.gpr.gz,4317401,PASS,ATCC13032,Compendium sub-sample
GSM5197929,GSM5197929_0910_.gpr.gz,4675620,PASS,ATCC13032,Compendium sub-sample
GSM5197930,GSM5197930_0911_.gpr.gz,4587909,PASS,ATCC13032,Compendium sub-sample
GSM5197931,GSM5197931_0912_.gpr.gz,4561590,PASS,ATCC13032,Compendium sub-sample
GSM5197932,GSM5197932_0913_.gpr.gz,4663999,PASS,ATCC13032,Compendium sub-sample
GSM5197933,GSM5197933_0914_.gpr.gz,4232663,PASS,ATCC13032,Compendium sub-sample
GSM5197934,GSM5197934_0915_.gpr.gz,4294051,PASS,ATCC13032,Compendium sub-sample
GSM5197935,GSM5197935_0916_.gpr.gz,4534654,PASS,ATCC13032,Compendium sub-sample
GSM5197936,GSM5197936_0917_.gpr.gz,4535982,PASS,ATCC13032,Compendium sub-sample
GSM5197937,GSM5197937_0918_.gpr.gz,4539458,PASS,ATCC13032,Compendium sub-sample
GSM5197938,GSM5197938_0919_.gpr.gz,4859350,PASS,ATCC13032,Compendium sub-sample
GSM5197939,GSM5197939_0920_.gpr.gz,4447442,PASS,ATCC13032,Compendium sub-sample
GSM5197940,GSM5197940_0921_.gpr.gz,4157813,PASS,ATCC13032,Compendium sub-sample
GSM5197941,GSM5197941_0922_.gpr.gz,4054442,PASS,ATCC13032,Compendium sub-sample
GSM5197942,GSM5197942_0923_.gpr.gz,4042769,PASS,ATCC13032,Compendium sub-sample
GSM5197943,GSM5197943_0924_.gpr.gz,3980838,PASS,ATCC13032,Compendium sub-sample
GSM5197944,GSM5197944_0925_.gpr.gz,4210502,PASS,ATCC13032,Compendium sub-sample
GSM5197945,GSM5197945_0926_.gpr.gz,886506,PASS,ATCC13032,Compendium sub-sample
GSM5197946,GSM5197946_0927_.gpr.gz,894785,PASS,ATCC13032,Compendium sub-sample
GSM5197947,GSM5197947_0928_.gpr.gz,867711,PASS,ATCC13032,Compendium sub-sample
