tf,target,tf_name,target_name,correlation,abs_correlation,pvalue,sample_count,source
cg2092,cg1041,sigA,pdxK,0.60612261,0.60612261,5.7834206e-94,926,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1051,sigA,,0.30781179,0.30781179,4.9797086e-15,618,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1071,sigA,pth1,0.66815585,0.66815585,8.114262e-122,934,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1111,sigA,eno,0.71339851,0.71339851,1.1076192e-155,996,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1148,sigA,,0.20167195,0.20167195,0.0019326887,234,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1151,sigA,ssiE,0.1143399,0.1143399,0.019961262,414,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1152,sigA,ssiF,0.17155493,0.17155493,0.00016925954,476,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1179,sigA,,0.5645698,0.5645698,3.45467e-64,748,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1182,sigA,,0.56759757,0.56759757,6.114286e-61,700,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1216,sigA,nadA,0.86474269,0.86474269,3.5093717e-297,988,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1256,sigA,dapD,0.77165634,0.77165634,9.2399402e-197,992,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1269,sigA,,0.68144236,0.68144236,4.4104528e-117,850,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1280,sigA,odhA,0.78903336,0.78903336,7.0973318e-208,974,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1284,sigA,lipT,0.53746148,0.53746148,1.5152901e-69,914,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1296,sigA,,0.22932836,0.22932836,0.00057395039,222,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1298,sigA,cydC,0.2446337,0.2446337,2.0787999e-11,730,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1303,sigA,,0.75064628,0.75064628,2.6761862e-170,936,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1307,sigA,,0.80501167,0.80501167,1.2645883e-227,996,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1333,sigA,argS,0.85942355,0.85942355,7.2471316e-285,972,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1334,sigA,lysA,0.85394222,0.85394222,2.2310346e-285,1000,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1338,sigA,thrB,0.72476015,0.72476015,1.1110975e-150,920,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1380,sigA,ssuA,0.22614479,0.22614479,3.021729e-10,758,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1410,sigA,rbsR,0.38320978,0.38320978,5.8406112e-21,558,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1411,sigA,,0.46808563,0.46808563,1.9706863e-38,682,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1413,sigA,,0.52928082,0.52928082,5.9477395e-57,772,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1414,sigA,,0.42156163,0.42156163,1.9086002e-31,698,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1425,sigA,lysG,0.13584007,0.13584007,0.011427007,346,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1432,sigA,ilvD,0.84741124,0.84741124,7.4587772e-268,968,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1435,sigA,ilvB,0.82715148,0.82715148,1.6148832e-250,994,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1437,sigA,ilvC,0.71778419,0.71778419,1.8410114e-158,996,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1443,sigA,,-0.069342327,0.069342327,0.44411376,124,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1453,sigA,leuB,0.81026942,0.81026942,1.1152235e-222,952,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1458,sigA,,0.79891019,0.79891019,1.3159805e-218,982,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1509,sigA,,0.83623358,0.83623358,2.2152904e-256,976,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1512,sigA,,0.70124114,0.70124114,4.8184762e-122,818,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1513,sigA,tnp23a(ISCg23a),0.27454895,0.27454895,1.8402856e-12,636,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1514,sigA,tnp23a(ISCg23a),0.63984277,0.63984277,1.0802882e-108,934,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1515,sigA,tnp24a(ISCg24a),0.60533828,0.60533828,5.6322797e-76,748,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1516,sigA,,0.42611351,0.42611351,6.9889947e-30,646,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1517,sigA,,0.63290563,0.63290563,3.2040146e-97,858,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1537,sigA,ptsG,0.70538728,0.70538728,3.7538098e-144,952,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1543,sigA,iunH3,0.6919868,0.6919868,1.0304727e-139,974,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1545,sigA,,0.56368642,0.56368642,4.0669816e-64,750,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1547,sigA,ccpA1(uriR),0.36888855,0.36888855,2.1280248e-25,744,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1560,sigA,uvrA,0.51334999,0.51334999,1.1953301e-43,630,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1562,sigA,,0.56014866,0.56014866,1.6887604e-63,754,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1564,sigA,rpmI,0.7948889,0.7948889,1.2029156e-219,1004,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1568,sigA,ugpA,0.53878218,0.53878218,4.8047892e-56,728,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1570,sigA,ugpB,0.037021777,0.037021777,0.58151013,224,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1597,sigA,,0.65217904,0.65217904,2.9127389e-93,760,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1600,sigA,,0.68572828,0.68572828,1.7809446e-112,802,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1613,sigA,sseA2,0.72214743,0.72214743,1.2648693e-152,942,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1621,sigA,,0.29278537,0.29278537,2.2560469e-12,552,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1624,sigA,,0.51626593,0.51626593,8.8637801e-47,668,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1650,sigA,pctC,0.11427009,0.11427009,0.049518886,296,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1680,sigA,,0.78473131,0.78473131,6.9918554e-198,944,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1681,sigA,pepE,0.81065384,0.81065384,6.1890858e-218,930,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1682,sigA,,0.63130662,0.63130662,1.0224298e-93,832,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1744,sigA,pacL,0.46947743,0.46947743,2.5989195e-45,804,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1769,sigA,ctaA,0.10864013,0.10864013,0.19492055,144,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1770,sigA,,0.15091809,0.15091809,0.014478651,262,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1784,sigA,ocd,0.23839808,0.23839808,4.4643754e-07,438,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1785,sigA,amt,0.2888697,0.2888697,2.4319958e-12,566,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1787,sigA,ppc,0.78625447,0.78625447,9.1413483e-204,966,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1791,sigA,gap,0.58333174,0.58333174,7.2354107e-92,996,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1916,sigA,,0.77383967,0.77383967,1.8571567e-185,926,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1935,sigA,gntR2,0.55047483,0.55047483,6.5579817e-73,906,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1956,sigA,recJ,0.74490717,0.74490717,2.5864927e-178,1004,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1957,sigA,,0.62460195,0.62460195,2.4849408e-87,796,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1959,sigA,priP,0.1218602,0.1218602,0.019698287,366,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1992,sigA,,0.60270548,0.60270548,1.6013725e-77,772,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2003,sigA,,0.14359901,0.14359901,0.011636023,308,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2008,sigA,,0.25861504,0.25861504,8.3458736e-09,482,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2009,sigA,,0.10357863,0.10357863,0.062571895,324,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2026,sigA,,0.65908893,0.65908893,1.0075993e-115,920,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2112,sigA,,0.44644321,0.44644321,3.3499451e-35,692,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2115,sigA,sugR,0.70847276,0.70847276,3.4197465e-140,914,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2118,sigA,fruR,0.74305109,0.74305109,7.7447029e-167,946,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2119,sigA,pfkB,0.80388505,0.80388505,5.7491876e-227,998,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2120,sigA,ptsF,0.77944848,0.77944848,7.5957215e-201,980,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2121,sigA,ptsH,0.75848758,0.75848758,5.6620375e-180,958,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2152,sigA,clgR,0.5871601,0.5871601,3.4579393e-88,940,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2160,sigA,,0.83054893,0.83054893,1.1243775e-241,944,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2162,sigA,,0.78133152,0.78133152,1.5487046e-181,878,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2163,sigA,dapB,0.83846178,0.83846178,5.7382089e-258,972,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2192,sigA,mqo,0.87702068,0.87702068,2.0113743e-310,970,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2280,sigA,gdh,0.74365969,0.74365969,1.9035107e-157,890,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2317,sigA,,0.40914575,0.40914575,4.5112137e-31,736,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2318,sigA,,0.79402598,0.79402598,8.88603e-213,976,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2322,sigA,,0.76765167,0.76765167,6.7933082e-194,994,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2358,sigA,,0.0079767021,0.0079767021,0.86839355,434,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2359,sigA,ileS,0.83523035,0.83523035,5.7631723e-249,952,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2360,sigA,,0.66856851,0.66856851,1.4885935e-106,814,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2372,sigA,mraY,0.78613253,0.78613253,1.8664227e-194,922,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2421,sigA,sucB,0.65882156,0.65882156,1.5252221e-121,968,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2429,sigA,glnA,0.82833091,0.82833091,7.0714616e-255,1006,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2437,sigA,thrC,0.65818241,0.65818241,4.8213707e-116,926,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2466,sigA,aceE,0.79193039,0.79193039,6.976034e-211,976,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2500,sigA,znR,0.6180202,0.6180202,3.3118348e-102,960,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2537,sigA,brnQ,0.65056713,0.65056713,3.3561872e-103,848,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2554,sigA,rbsK2,0.49116016,0.49116016,8.3165222e-50,800,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2559,sigA,aceB,0.68409138,0.68409138,1.4389364e-126,910,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2560,sigA,aceA,0.55136739,0.55136739,3.0664635e-75,932,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2563,sigA,lcoP,0.71347095,0.71347095,4.5562783e-134,856,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2595,sigA,rplU,0.64761675,0.64761675,6.8800029e-117,974,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2597,sigA,rne,0.79146129,0.79146129,1.7530187e-192,892,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2598,sigA,,0.83005902,0.83005902,4.1471817e-239,936,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2599,sigA,,0.77491883,0.77491883,4.5629555e-197,980,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2612,sigA,,0.46455308,0.46455308,5.215016e-43,780,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2616,sigA,vanA,0.72384546,0.72384546,2.2383831e-142,872,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2617,sigA,vanB,0.73021977,0.73021977,5.6275065e-166,992,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2618,sigA,vanK,0.73704672,0.73704672,8.2227745e-148,858,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2651,sigA,,0.28473422,0.28473422,1.083031e-12,602,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2701,sigA,,0.69024476,0.69024476,3.7993008e-140,984,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2703,sigA,,0.6137462,0.6137462,1.130041e-101,972,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2704,sigA,,0.68903759,0.68903759,1.9810084e-141,998,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2705,sigA,,0.64124124,0.64124124,1.3084227e-114,980,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2732,sigA,,0.049809213,0.049809213,0.2452647,546,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2755,sigA,,0.17933746,0.17933746,0.0085518621,214,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2782,sigA,ftn,0.51946952,0.51946952,4.6303485e-70,998,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2794,sigA,,0.6173468,0.6173468,2.877283e-105,992,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2837,sigA,sucC,0.63398564,0.63398564,2.4840644e-100,882,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2844,sigA,pstA,0.32160327,0.32160327,2.3122767e-14,536,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2868,sigA,nuc,0.3955168,0.3955168,1.5894538e-28,724,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2884,sigA,,0.12414913,0.12414913,0.013190901,398,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2885,sigA,bioA,0.20781427,0.20781427,0.00040352611,286,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2886,sigA,bioD,0.17982788,0.17982788,0.00077851863,346,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2887,sigA,cgtS3,0.69369146,0.69369146,1.5479123e-133,924,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2891,sigA,poxB,0.7324611,0.7324611,8.5394529e-158,934,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2895,sigA,,0.520456,0.520456,1.0511588e-53,756,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2899,sigA,,0.23081648,0.23081648,6.8784295e-08,534,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2905,sigA,thrE,0.68671153,0.68671153,9.6218711e-124,880,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2911,sigA,,0.5197407,0.5197407,2.7699185e-63,898,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2925,sigA,ptsS,0.72802341,0.72802341,2.6967748e-156,942,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2928,sigA,nagB,0.84916137,0.84916137,1.2778515e-280,1006,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2929,sigA,nagA1,0.81956502,0.81956502,4.2873675e-244,1002,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg2974,sigA,lysS,0.83668527,0.83668527,1.2665922e-261,994,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3011,sigA,groEL,0.71434436,0.71434436,8.5784585e-154,980,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3042,sigA,,0.77925698,0.77925698,5.37869e-195,952,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3068,sigA,fda,0.24966575,0.24966575,4.0194498e-11,680,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3079,sigA,clpB,0.72759223,0.72759223,2.1180892e-153,926,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3096,sigA,,0.6153449,0.6153449,6.3262055e-102,968,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3098,sigA,dnaJ,0.669528,0.669528,7.5927552e-111,844,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3100,sigA,dnaK,0.70474966,0.70474966,2.2207284e-144,956,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3107,sigA,adhA,0.58301908,0.58301908,3.9427783e-88,956,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3110,sigA,,0.33537402,0.33537402,5.095514e-20,706,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3112,sigA,,0.68213004,0.68213004,1.4389014e-131,954,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3113,sigA,,0.76487849,0.76487849,3.1126706e-188,976,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3114,sigA,cysN,0.71915917,0.71915917,5.0049963e-159,994,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3115,sigA,cysD,0.73753456,0.73753456,1.0876162e-172,1002,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3116,sigA,cysH,0.7576077,0.7576077,9.647946e-187,998,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3117,sigA,,0.72406263,0.72406263,6.8993035e-162,992,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3118,sigA,cysI,0.76689354,0.76689354,9.6497967e-192,986,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3119,sigA,cysJ,0.68654279,0.68654279,9.6443152e-140,996,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3125,sigA,,0.38682897,0.38682897,1.0740549e-25,680,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3126,sigA,,0.3416973,0.3416973,1.5988391e-15,514,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3127,sigA,,0.44595573,0.44595573,2.4117142e-34,676,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3133,sigA,,0.26526734,0.26526734,6.0467121e-09,466,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3138,sigA,,0.74400286,0.74400286,2.7180894e-170,962,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3139,sigA,,0.66709916,0.66709916,5.6969949e-118,908,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3148,sigA,,0.18632431,0.18632431,8.7547762e-05,438,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3151,sigA,tnp2b(ISCg2b),0.38828769,0.38828769,1.1328412e-23,618,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3153,sigA,,0.61896049,0.61896049,8.8551286e-82,762,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3169,sigA,pck,0.679377,0.679377,1.9817178e-127,934,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3192,sigA,,0.74558889,0.74558889,3.6511981e-173,972,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3196,sigA,glf,0.78073126,0.78073126,7.6353873e-198,960,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3216,sigA,gntP,0.6109528,0.6109528,3.2554559e-94,910,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3219,sigA,ldh,0.583664,0.583664,2.3424256e-92,1000,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3220,sigA,,0.13588946,0.13588946,0.0030320098,474,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3221,sigA,,0.73379851,0.73379851,1.2815331e-154,910,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3226,sigA,,0.47487045,0.47487045,8.1468561e-54,936,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3227,sigA,lldA,0.61035423,0.61035423,2.6633768e-102,992,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3237,sigA,sod,0.46291243,0.46291243,3.3172795e-49,904,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3239,sigA,,0.10185238,0.10185238,0.10128176,260,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3240,sigA,,0.13170914,0.13170914,0.016016045,334,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3283,sigA,,0.48792971,0.48792971,4.8200303e-59,968,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3335,sigA,mez,0.75547446,0.75547446,1.3612299e-179,968,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3372,sigA,,0.70152713,0.70152713,5.5194603e-139,932,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3374,sigA,,0.4861214,0.4861214,7.3914601e-46,752,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3375,sigA,,0.21910457,0.21910457,1.8890379e-06,464,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3376,sigA,,0.16431096,0.16431096,0.00010227863,554,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3377,sigA,,0.42266934,0.42266934,4.2977436e-36,802,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3395,sigA,proP,0.73135517,0.73135517,2.0235862e-158,942,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3408,sigA,,0.36378119,0.36378119,7.6951565e-17,492,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3429,sigA,,0.59617657,0.59617657,5.6109196e-82,840,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg3432,sigA,rpmH,0.68138386,0.68138386,5.6271791e-135,982,Kranz2022_expression_compendium_Zenodo6842664
cg2109,cg0310,oxyR,katA,0.73777558,0.73777558,3.9913413e-170,986,Kranz2022_expression_compendium_Zenodo6842664
cg2109,cg0375,oxyR,cyaB,0.69617232,0.69617232,4.3605291e-127,870,Kranz2022_expression_compendium_Zenodo6842664
cg2109,cg1292,oxyR,,0.64977753,0.64977753,1.7401896e-100,828,Kranz2022_expression_compendium_Zenodo6842664
cg2109,cg1298,oxyR,cydC,0.41291942,0.41291942,3.5159276e-31,724,Kranz2022_expression_compendium_Zenodo6842664
cg2109,cg1300,oxyR,cydB,0.62245821,0.62245821,7.0178339e-82,752,Kranz2022_expression_compendium_Zenodo6842664
cg2109,cg1301,oxyR,cydA,0.71064967,0.71064967,6.2762584e-121,780,Kranz2022_expression_compendium_Zenodo6842664
cg2109,cg1463,oxyR,gltS,0.76548516,0.76548516,2.2711652e-173,896,Kranz2022_expression_compendium_Zenodo6842664
cg2109,cg1464,oxyR,,0.40098981,0.40098981,1.9787939e-23,570,Kranz2022_expression_compendium_Zenodo6842664
cg2109,cg1469,oxyR,,0.72939518,0.72939518,4.3910382e-130,778,Kranz2022_expression_compendium_Zenodo6842664
cg2109,cg1695,oxyR,,0.83573839,0.83573839,3.4096659e-253,966,Kranz2022_expression_compendium_Zenodo6842664
cg2109,cg1746,oxyR,,0.6972155,0.6972155,6.3707983e-108,734,Kranz2022_expression_compendium_Zenodo6842664
cg2109,cg1761,oxyR,nifS2,0.67828533,0.67828533,9.4879775e-129,948,Kranz2022_expression_compendium_Zenodo6842664
cg2109,cg1763,oxyR,sufD,0.73656213,0.73656213,6.0137232e-169,984,Kranz2022_expression_compendium_Zenodo6842664
cg2109,cg1764,oxyR,sufB,0.69653706,0.69653706,7.2138754e-143,978,Kranz2022_expression_compendium_Zenodo6842664
cg2109,cg1765,oxyR,sufR,0.75301911,0.75301911,1.0606804e-180,984,Kranz2022_expression_compendium_Zenodo6842664
cg2109,cg1951,oxyR,tnp14a(ISCg14a),0.32213592,0.32213592,5.3189374e-07,232,Kranz2022_expression_compendium_Zenodo6842664
cg2109,cg1981,oxyR,,0.41095376,0.41095376,8.5213025e-28,648,Kranz2022_expression_compendium_Zenodo6842664
cg2109,cg1982,oxyR,,0.39126312,0.39126312,2.6667816e-19,488,Kranz2022_expression_compendium_Zenodo6842664
cg2109,cg1984,oxyR,,0.21963691,0.21963691,1.7809425e-06,464,Kranz2022_expression_compendium_Zenodo6842664
cg2109,cg2782,oxyR,ftn,0.53028495,0.53028495,1.8796411e-72,984,Kranz2022_expression_compendium_Zenodo6842664
cg2109,cg3327,oxyR,dps,0.72321749,0.72321749,2.2761449e-160,986,Kranz2022_expression_compendium_Zenodo6842664
cg2109,cg3395,oxyR,proP,0.73728977,0.73728977,3.0766007e-160,930,Kranz2022_expression_compendium_Zenodo6842664
cg2112,cg2786,,nrdE,0.49333717,0.49333717,2.3177679e-43,686,Kranz2022_expression_compendium_Zenodo6842664
cg2112,cg2789,,nrdH,0.51980484,0.51980484,5.1072891e-49,690,Kranz2022_expression_compendium_Zenodo6842664
cg2112,cg3087,,,0.55826614,0.55826614,8.6849537e-58,690,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg0441,sugR,lpd,0.7306667,0.7306667,2.4158246e-150,896,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg0637,sugR,betB,0.47473672,0.47473672,2.8787405e-33,568,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg0639,sugR,,0.57337575,0.57337575,1.3208046e-54,610,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg0641,sugR,fabG2,0.49999823,0.49999823,1.0005606e-31,480,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg0642,sugR,,0.50988349,0.50988349,4.2668818e-30,434,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg0644,sugR,,0.59036338,0.59036338,1.3538323e-49,514,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg0645,sugR,cytP,0.61683037,0.61683037,3.521082e-64,600,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg0738,sugR,dnaE2,0.61010061,0.61010061,1.3414024e-72,700,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg0782,sugR,dac,0.63129685,0.63129685,1.4887973e-77,686,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg0783,sugR,,0.7003295,0.7003295,2.1982479e-135,912,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg1111,sugR,eno,0.57970785,0.57970785,2.3427623e-83,916,Kranz2022_expression_compendium_Zenodo6842664
